,0
2015-07-24,82.89
2015-07-25,84.17
2015-07-26,86.64
2015-07-27,83.54
2015-07-28,91.08
2015-07-29,92.82
2015-07-30,85.03
2015-07-31,88.16
2015-08-01,87.55
2015-08-02,86.59
2015-08-03,89.96
2015-08-04,89.02
2015-08-05,85.51
2015-08-06,81.11
2015-08-07,81.51
2015-08-08,80.45
2015-08-09,82.1
2015-08-10,80.2
2015-08-11,78.34
2015-08-12,83.31
2015-08-13,81.71
2015-08-14,86.47
2015-08-15,90.94
2015-08-16,89.75
2015-08-17,91.81
2015-08-18,89.22
2015-08-19,84.82
2015-08-20,84.28
2015-08-21,84.92
2015-08-22,81.97
2015-08-23,81.77
2015-08-24,84.68
2015-08-25,86.53
2015-08-26,80.87
2015-08-27,78.07
2015-08-28,79.02
2015-08-29,83.42
2015-08-30,87.24
2015-08-31,89.35
2015-09-01,86.14
2015-09-02,87.97
2015-09-03,90.55
2015-09-04,80.72
2015-09-05,79.93
2015-09-06,83.25
2015-09-07,89.68
2015-09-08,93.84
2015-09-09,88.47
2015-09-10,74.49
2015-09-11,79.33
2015-09-12,76.43
2015-09-13,76.95
2015-09-14,73.93
2015-09-15,81.88
2015-09-16,85.06
2015-09-17,86.14
2015-09-18,83.68
2015-09-19,80.37
2015-09-20,76.37
2015-09-21,70.11
2015-09-22,69.07
2015-09-23,77.34
2015-09-24,79.05
2015-09-25,71.73
2015-09-26,68.72
2015-09-27,68.43
2015-09-28,77.04
2015-09-29,80.16
2015-09-30,75.71
2015-10-01,61.73
2015-10-02,51.15
2015-10-03,51.96
2015-10-04,62.21
2015-10-05,63.95
2015-10-06,71.53
2015-10-07,71.41
2015-10-08,67.82
2015-10-09,75.39
2015-10-10,63.21
2015-10-11,68.72
2015-10-12,75.44
2015-10-13,69.12
2015-10-14,65.93
2015-10-15,63.01
2015-10-16,61.88
2015-10-17,52.86
2015-10-18,47.54
2015-10-19,51.7
2015-10-20,69.82
2015-10-21,74.53
2015-10-22,72.84
2015-10-23,58.6
2015-10-24,54.57
2015-10-25,66.51
2015-10-26,57.94
2015-10-27,57.32
2015-10-28,65.6
2015-10-29,70.89
2015-10-30,59.24
2015-10-31,53.75
2015-11-01,63.59
2015-11-02,62.82
2015-11-03,73.79
2015-11-04,68.35
2015-11-05,67.97
2015-11-06,72.44
2015-11-07,62.2
2015-11-08,56.73
2015-11-09,58.88
2015-11-10,56.22
2015-11-11,57.94
2015-11-12,58.18
2015-11-13,57.55
2015-11-14,47.86
2015-11-15,58.32
2015-11-16,66.9
2015-11-17,49.36
2015-11-18,56.38
2015-11-19,61.18
2015-11-20,56.46
2015-11-21,49.78
2015-11-22,50.21
2015-11-23,42.18
2015-11-24,45.6
2015-11-25,48.69
2015-11-26,58.72
2015-11-27,64.11
2015-11-28,60.43
2015-11-29,47.51
2015-11-30,44.12
2015-12-01,49.06
2015-12-02,52.21
2015-12-03,48.84
2015-12-04,50.58
2015-12-05,50.86
2015-12-06,52.73
2015-12-07,54.14
2015-12-08,46.9
2015-12-09,50.99
2015-12-10,59.24
2015-12-11,58.95
2015-12-12,63.57
2015-12-13,66.11
2015-12-14,59.79
2015-12-15,59.4
2015-12-16,50.58
2015-12-17,56.37
2015-12-18,47.83
2015-12-19,38.74
2015-12-20,42.4
2015-12-21,51.42
2015-12-22,58.83
2015-12-23,56.88
2015-12-24,69.09
2015-12-25,62.45
2015-12-26,51.41
2015-12-27,60.01
2015-12-28,40.6
2015-12-29,43.04
2015-12-30,44.66
2015-12-31,46.77
