,0
2011-09-18,66.54
2011-09-19,66.74
2011-09-20,68.07
2011-09-21,72.93
2011-09-22,78.88
2011-09-23,71.26
2011-09-24,75.56
2011-09-25,79.13
2011-09-26,79.74
2011-09-27,77.01
2011-09-28,72.31
2011-09-29,73.4
2011-09-30,76.27
2011-10-01,65.08
2011-10-02,63.41
2011-10-03,57.68
2011-10-04,63.33
2011-10-05,71.63
2011-10-06,67.42
2011-10-07,65.52
2011-10-08,77.95
2011-10-09,84.02
2011-10-10,81.42
2011-10-11,72.6
2011-10-12,60.6
2011-10-13,64.72
2011-10-14,69.69
2011-10-15,65.08
2011-10-16,66.85
2011-10-17,66.23
2011-10-18,68.6
2011-10-19,61.2
2011-10-20,66.28
2011-10-21,56.42
2011-10-22,58.71
2011-10-23,59.5
2011-10-24,61.07
2011-10-25,62.77
2011-10-26,61.74
2011-10-27,56.1
2011-10-28,49.02
2011-10-29,42.82
2011-10-30,47.1
2011-10-31,52.11
2011-11-01,54.71
2011-11-02,57.36
2011-11-03,60.73
2011-11-04,52.72
2011-11-05,49.99
2011-11-06,55.01
2011-11-07,63.53
2011-11-08,68.33
2011-11-09,64.66
2011-11-10,66.72
2011-11-11,47.34
2011-11-12,56.83
2011-11-13,59.51
2011-11-14,68.53
2011-11-15,64.5
2011-11-16,56.99
2011-11-17,46.57
2011-11-18,45.67
2011-11-19,51.55
2011-11-20,64.55
2011-11-21,53.92
2011-11-22,48.28
2011-11-23,49.52
2011-11-24,54.3
2011-11-25,61.73
2011-11-26,65.51
2011-11-27,60.65
2011-11-28,67.61
2011-11-29,64.47
2011-11-30,50.12
2011-12-01,49.97
2011-12-02,52.06
2011-12-03,46.07
2011-12-04,54.09
2011-12-05,54.9
2011-12-06,59.25
2011-12-07,55.97
2011-12-08,44.54
2011-12-09,50.82
2011-12-10,42.99
2011-12-11,39.6
2011-12-12,42.44
2011-12-13,46.4
2011-12-14,49.55
2011-12-15,56.66
2011-12-16,48.96
2011-12-17,42.67
2011-12-18,30.28
2011-12-19,46.88
2011-12-20,45.63
2011-12-21,55.85
2011-12-22,56.81
2011-12-23,47.99
2011-12-24,36.48
2011-12-25,45.97
2011-12-26,44.98
2011-12-27,54.04
2011-12-28,44.49
2011-12-29,33.93
2011-12-30,49.93
2011-12-31,53.42
